Building Use Type,Building Use Subtype,Continent,Country,Total Users,Floors Above Ground,Floors Below Ground,Structure Type,Total Embodied Carbon PER m2
Residential,Multi-family house,Europe,France,56.0,8.0,0.0,frame wood,40.555
Residential,Multi-family house,Europe,France,63.0,4.0,1.0,massive concrete,743.22
Residential,Single family house,Europe,France,2.0,2.1739797408976713,0.0,massive brick,332.54
Residential,Multi-family house,Europe,France,28.03,3.0,1.0,other,106.155
Residential,Multi-family house,Europe,France,23.0,3.0,0.0,frame wood,36.69
Residential,Multi-family house,Europe,France,346.83,7.031016635416337,1.0,massive brick,8.99
Residential,Multi-family house,Europe,France,28.0,5.0,1.0,frame concrete,10.885
Non-residential,School and Daycare,Europe,France,975.0,2.0,1.0,massive concrete,40.08
Residential,Single family house,Europe,France,5.0,1.0,0.0,massive brick,57.98
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,36.59
Residential,Single family house,Europe,France,2.0,2.0,1.0,massive brick,82.325
Residential,Multi-family house,Europe,France,23.0,3.0,0.0,massive brick,628.905
Residential,Single family house,Europe,France,2.0,4.0,0.0,massive brick,484.175
Non-residential,Office,Europe,France,143.0,4.0,0.0,massive concrete,46.193
Residential,Multi-family house,Europe,France,47.0,5.0,0.0,massive concrete,629.1
Residential,Single family house,Europe,France,20.0,2.0,0.0,frame concrete/wood,79.235
Residential,Multi-family house,Europe,France,71.0,4.0,1.0,frame concrete,133.115
Residential,Multi-family house,Europe,France,103.0,6.0,1.0,frame concrete,7.6850000000000005
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,396.11
Residential,Multi-family house,Europe,France,12.5,3.0,0.0,massive brick,861.755
Non-residential,Office,Europe,France,400.0,3.0,1.0,frame wood,64.98
Residential,Single family house,Europe,France,6.0,2.0,0.0,frame wood,68.955
Residential,Single family house,Europe,France,2.0,2.0,1.0,massive brick,65.325
Non-residential,Office,Europe,France,45.0,3.0,1.0,frame concrete,124.25
Residential,Multi-family house,Europe,France,18.0,3.0,0.0,massive concrete,170.995
Residential,Multi-family house,Europe,France,56.0,3.0,0.0,massive concrete,451.93
Residential,Multi-family house,Europe,France,51.14,5.0,2.0,massive brick,797.485
Residential,Single family house,Europe,France,2.38,2.179431021166136,0.0,massive brick,544.4499999999999
Residential,Single family house,Europe,France,2.0,2.173229812403915,0.0,massive brick,49.01
Residential,Single family house,Europe,France,2.29,2.177870332911109,0.0,massive brick,103.545
Residential,Single family house,Europe,France,3.0,2.0,0.0,massive brick,284.76
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,415.75
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,367.24
Residential,Single family house,Europe,France,2.0,2.0,0.0,frame wood,68.50500000000001
Residential,Multi-family house,Europe,France,118.0,5.0,1.0,massive concrete,753.52
Non-residential,Office,Europe,France,143.0,4.0,0.0,massive concrete,164.975
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,390.15
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,356.935
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,259.65
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,56.089999999999996
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,341.925
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,527.8349999999999
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,70.11500000000001
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,323.955
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,384.835
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,62.315
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,446.02500000000003
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,108.98
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,63.275000000000006
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,67.42
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,48.33
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,40.485
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,48.065000000000005
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,60.02499999999999
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,66.455
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,57.330000000000005
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,58.050000000000004
Residential,Single family house,Europe,France,2.0,2.174486449339399,0.0,massive brick,53.815000000000005
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,83.78999999999999
Residential,Single family house,Europe,France,2.0,1.0,1.0,massive brick,625.025
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,78.53
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,270.15500000000003
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,717.6800000000001
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,96.34
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,673.98
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,72.285
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,392.98
Residential,Single family house,Europe,France,2.0,2.1731082023779003,0.0,massive brick,267.71500000000003
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,632.7149999999999
Residential,Single family house,Europe,France,2.0,2.173047397364893,0.0,massive brick,124.37
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,656.96
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,658.28
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,677.0649999999999
Residential,Single family house,Europe,France,2.0,2.0,0.0,massive brick,111.915
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,103.08
Residential,Multi-family house,Europe,France,17.0,4.0,0.0,frame concrete/wood,668.405
Residential,Multi-family house,Europe,France,17.0,4.0,0.0,frame concrete/wood,649.855
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,70.49499999999999
Residential,Single family house,Europe,France,2.0,1.0,0.0,massive brick,73.32499999999999
