Building Public ID,Building Type,Building Use,Building Location Region,Building New or Renovation,Building Area in Square Meters,Building Area in Square Feet,Building Storeys,Life Cycle Assessment Year,Life Cycle Assessment Reference Period,Life Cycle Assessment Source Code,Life Cycle Assessment Stages,Life Cycle Assessment Building Scope,Life Cycle Assessment Material Quantity,Embodied Carbon Whole Building Excluding Operational,Embodied Carbon Life Cycle Assessment Area Per Square Meter,Minimum Building Area in Square Meters,Maximum Building Area in Square Meters,Minimum Building Area in Square Feet,Maximum Building Area in Square Feet,Minimum Building Storeys,Maximum Building Storeys
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2012,73,,ABC,SFE,N,,,4646,9290,500001,100000,1,6
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2012,60,,ABC,SFE,N,,,4646,9290,500001,100000,1,6
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2012,73,,ABC,SFE,N,,,4646,9290,500001,100000,1,6
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2012,60,,ABC,SFE,N,,,4646,9290,500001,100000,1,6
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2012,73,,ABC,SFE,N,,,4646,9290,500001,100000,1,6
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2012,60,,ABC,SFE,N,,,4646,9290,500001,100000,1,6
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2012,73,,ABC,SFE,N,,,4646,9290,500001,100000,1,6
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2012,60,,ABC,SFE,N,,,4646,9290,500001,100000,1,6
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2012,73,,ABC,SFE,N,,,4646,9290,500001,100000,1,6
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2012,60,,ABC,SFE,N,,,4646,9290,500001,100000,1,6
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2012,73,,ABC,SFE,N,,,4646,9290,500001,100000,1,6
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2012,60,,ABC,SFE,N,,,4646,9290,500001,100000,1,6
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2012,73,,ABC,SFE,N,,,4646,9290,500001,100000,1,6
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2012,60,,ABC,SFE,N,,,4646,9290,500001,100000,1,6
A05,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2012,73,,ABC,SFE,N,,,4646,9290,500001,100000,1,6
A05,Commercial,Public Assembly,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2012,,,A,SFE,Y,888,,2324,4645,25001,50000,1,6
A05,Commercial,Public Assembly,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2012,,,A,SFE,Y,763,,2324,4645,25001,50000,1,6
A05,Commercial,Public Assembly,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2012,,,A,SFE,Y,643,,2324,4645,25001,50000,1,6
A05,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2013,60,,ABCD,Other,Y,2206,905,2324,4645,25001,50000,1,6
A05,Commercial,Office,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2012,100,,ABC,SFEI,Y,2052.41,340.29,2324,4645,25001,50000,1,6
A05,Commercial,Office,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2012,100,,ABC,SFEI,Y,2590.98,336.85,2324,4645,25001,50000,1,6
A05,Commercial,Office,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2013,100,,ABC,SFEI,N,2041.32,248.9,2324,4645,25001,50000,1,6
A05,Commercial,Office,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2013,100,,ABC,SFEI,Y,2191.06,,2324,4645,25001,50000,1,6
A05,Residential,Single-family,North America,New,94 to 465,"1,001 to 5,000",,2014,60,,ABCD,SFEI,Y,184.79,746.64,94,465,1001,5000,,
A05,Commercial,Lodging,North America,New,9291 to 18580,"100,001 to 200,000",,2014,,,ABCD,SFEI,Y,10588.7,710.91,9291,18580,100001,200000,,
A05,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",,2014,,,ABCD,SFEI,Y,2705.64,608.58,2324,4645,25001,50000,,
A05,Commercial,Lodging,North America,New,9291 to 18580,"100,001 to 200,000",,2014,,,ABCD,SFEI,Y,6678.35,551.2,9291,18580,100001,200000,,
A05,Commercial,Public Assembly,North America,New,94 to 465,"1,001 to 5,000",,2014,60,,ABCD,Other,Y,190.08,494.32,94,465,1001,5000,,
A05,Commercial,Lodging,North America,Renovation,9291 to 18580,"100,001 to 200,000",,2014,,,ABCD,SFEI,Y,9290.04,437.51,9291,18580,100001,200000,,
A05,Commercial,Public Assembly,North America,New,94 to 465,"1,001 to 5,000",,2014,60,,ABCD,SFEI,Y,144.85,363.87,94,465,1001,5000,,
A05,Commercial,Lodging,North America,New,9291 to 18580,"100,001 to 200,000",,2015,60,,ABCD,SFE,Y,3468.13,240.03,9291,18580,100001,200000,,
A05,Residential ,Single-family,North America,New,466 to 929,"5,001 to 10,000",,2015,,,ABCD,SFEI,Y,125.64,150.9,466,929,5001,10000,,
A05,Residential ,Single-family,North America,New,466 to 929,"5,001 to 10,000",,2015,,,ABCD,SFEI,Y,100.49,113.96,466,929,5001,10000,,
A05,,,,,93 or less,"1,000 or less",,,,,C,SFEI,Y,86.39,638.11,#NAME?,93,#NAME?,1000,,
A05,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",,2013,100,,A,SFEI,Y,15895.79,574.12,18581,46451,200001,500000,,
A05,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",,2013,60,,A,SFEI,Y,1911.91,496.41,2324,4645,25001,50000,,
A05,Commercial,Public Assembly,North America,New,18581 to 46451,"200,001 to 500,000",,,,,A,SFEI,Y,23005,495.51,18581,46451,200001,500000,,
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",,2013,100,,A,SFEI,Y,2366.49,450.67,4646,9290,500001,100000,,
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",,2013,100,,A,SFEI,Y,2627.88,435.44,4646,9290,500001,100000,,
A05,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",,2013,100,,A,SFEI,Y,747.49,411.89,930,2323,10001,25000,,
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",,2013,100,,A,SFEI,Y,2302.43,409.47,4646,9290,500001,100000,,
A05,,,,,93 or less,"1,000 or less",,,,,C,SFEI,Y,40.1,396.07,#NAME?,93,#NAME?,1000,,
A05,,,,,9291 to 18580,"100,001 to 200,000",,,,,C,SFEI,Y,7878,349.55,9291,18580,100001,200000,,
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",,2013,60,,A,SFEI,Y,1612.74,342.52,4646,9290,500001,100000,,
A05,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",,2013,100,,A,SFEI,Y,3199.72,335.82,9291,18580,100001,200000,,
A05,,,,,4646 to 9290,"50,001 to 100,000",,,,,C,SFEI,Y,3722.73,324.75,4646,9290,500001,100000,,
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",,2013,,,A,SFEI,Y,2699.45,320.22,4646,9290,500001,100000,,
A05,Commercial,Public Assembly,North America,New,9291 to 18580,"100,001 to 200,000",,,,,A,SFEI,Y,3553.48,312.53,9291,18580,100001,200000,,
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",,2013,100,,A,SFEI,Y,1769.06,306.23,4646,9290,500001,100000,,
A05,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",,2013,60,,A,SFEI,Y,4575.46,297.93,9291,18580,100001,200000,,
A05,Commercial,Lodging,North America,New,9291 to 18580,"100,001 to 200,000",,,,,C,SFEI,Y,6574.69,282.3,9291,18580,100001,200000,,
A05,Commercial,Public Assembly,North America,New,18581 to 46451,"200,001 to 500,000",,,,,A,SFEI,Y,4881.84,261.91,18581,46451,200001,500000,,
A05,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",,2013,100,,A,SFEI,Y,2228.55,232.21,9291,18580,100001,200000,,
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",,2013,100,,A,SFEI,Y,1186.5,222.19,4646,9290,500001,100000,,
A05,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",,2013,60,,A,SFEI,Y,2205.25,213.43,9291,18580,100001,200000,,
A05,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",,2013,60,,A,SFEI,Y,3998.57,196.66,18581,46451,200001,500000,,
A05,,,,,18581 to 46451,"200,001 to 500,000",,,,,C,SFEI,Y,4455,195.57,18581,46451,200001,500000,,
A05,,,,,94 to 465,"1,001 to 5,000",,,,,C,SFEI,Y,96.13,137.69,94,465,1001,5000,,
A05,Commercial,Lodging,North America,New,9291 to 18580,"100,001 to 200,000",,,,,C,SFEI,Y,2031.71,131.32,9291,18580,100001,200000,,
A05,Commercial,Lodging,North America,New,4646 to 9290,"50,001 to 100,000",,,,,C,SFEI,Y,1276.26,117.03,4646,9290,500001,100000,,
A05,,,,,94 to 465,"1,001 to 5,000",,,,,C,SFEI,Y,42.17,113.87,94,465,1001,5000,,
A05,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",,2013,100,,A,SFEI,Y,3218.1,109.11,18581,46451,200001,500000,,
A05,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",,2013,60,,A,SFEI,Y,2241.14,102.71,18581,46451,200001,500000,,
A05,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",,2013,,,A,SFEI,Y,369.75,79.82,2324,4645,25001,50000,,
A05,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",,2013,40,,A,SFEI,Y,170.2,68.81,2324,4645,25001,50000,,
A05,Residential,Single-family,Europe,New,94 to 465,"1,001 to 5,000",1 to 6,2012,50,,AB,,,281.28,1465,94,465,1001,5000,1,6
A05,Residential,Multi-family,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",More than 25,2011,100,,ABC,,,13515.29,926,9291,18580,100001,200000,25,inf
A05,Residential,Multi-family,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",7 to 14,2012,50,,AB,SEI,N,3407,864.06,2324,4645,25001,50000,7,14
A05,Commercial,Mixed,North America,New,9291 to 18580,"100,001 to 200,000",7 to 14,2007,,,ABCD,SFEI,Y,12200,837.2,9291,18580,100001,200000,7,14
A05,Commercial,Other,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",7 to 14,2012,50,,ABCD,SEI,,108791.54,803.15,18581,46451,200001,500000,7,14
A05,Residential,Multi-family,Asia-Pacific,New,4646 to 9290,"50,001 to 100,000",More than 25,2011,,,ABC,SFEI,,6549.15,737.31,4646,9290,500001,100000,25,inf
A05,Residential,Multi-family,Asia-Pacific,New,4646 to 9290,"50,001 to 100,000",More than 25,2011,,,ABC,SFEI,,6358.73,716.09,4646,9290,500001,100000,25,inf
A05,Residential,Multi-family,Asia-Pacific,New,4646 to 9290,"50,001 to 100,000",More than 25,2011,,,ABC,SFEI,,6266.08,703.43,4646,9290,500001,100000,25,inf
A05,Residential,Multi-family,Asia-Pacific,New,4646 to 9290,"50,001 to 100,000",More than 25,2011,,,ABC,SFEI,,6123.96,687.54,4646,9290,500001,100000,25,inf
A05,Residential,Multi-family,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",More than 25,2011,,,ABC,SFEI,,6635.83,667.98,9291,18580,100001,200000,25,inf
A05,Residential,Multi-family,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",More than 25,2011,,,ABC,SFEI,,6532.57,657.93,9291,18580,100001,200000,25,inf
A05,Residential,Multi-family,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",More than 25,2011,,,ABC,SFEI,,6395.2,641.22,9291,18580,100001,200000,25,inf
A05,Residential,Multi-family,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",15 to 25,2011,60,,ABC,,,11439.83,634.21,2324,4645,25001,50000,15,25
A05,Residential,Multi-family,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",7 to 14,2012,50,,AB,SEI,N,2482,629.47,2324,4645,25001,50000,7,14
A05,Residential,Multi-family,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",More than 25,2011,,,ABC,SFEI,,6253.34,626.96,9291,18580,100001,200000,25,inf
A05,Residential,Single-family,Europe,New,93 or less,"1,000 or less",1 to 6,2011,,,AC,SFEI,,52,612,#NAME?,93,#NAME?,1000,1,6
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",7 to 14,2003,75,,ABCD,SEI,Y,4657.5,591.78,4646,9290,500001,100000,7,14
A05,Residential,Multi-family,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",7 to 14,2012,50,,AB,SEI,N,2280,578.24,2324,4645,25001,50000,7,14
A05,Commercial,Mercantile,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2011,50,,ABC,SFEI,Y,322,549.49,466,929,5001,10000,1,6
A05,Residential,Single-family,Europe,New,93 or less,"1,000 or less",1 to 6,2011,,,AC,SFEI,,45.6,535,#NAME?,93,#NAME?,1000,1,6
A05,Commercial,Mercantile,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2011,50,,ABC,SFEI,Y,306,522.18,466,929,5001,10000,1,6
A05,Commercial,Mercantile,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2011,50,,ABC,SFEI,Y,303,517.06,466,929,5001,10000,1,6
A05,Residential,Multi-family,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",15 to 25,2011,60,,ABC,,,13848.18,488.57,2324,4645,25001,50000,15,25
A05,Residential,Multi-family,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",More than 25,2011,100,,ABC,,,7687.99,462,9291,18580,100001,200000,25,inf
A05,Commercial,Mercantile,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2011,50,,ABC,SFEI,Y,264,450.51,466,929,5001,10000,1,6
A05,Residential,Multi-family,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",More than 25,2011,100,,ABC,,,6461.95,443,9291,18580,100001,200000,25,inf
A05,Residential,Single-family,Europe,New,93 or less,"1,000 or less",1 to 6,2011,,,AC,SFEI,,34.6,405,#NAME?,93,#NAME?,1000,1,6
A05,Residential,Single-family,Europe,New,94 to 465,"1,001 to 5,000",1 to 6,2012,50,,AB,,,73.92,385,94,465,1001,5000,1,6
A05,Residential,Single-family,Europe,New,94 to 465,"1,001 to 5,000",1 to 6,2012,50,,ABCD,SFEI,Y,38.3,362.07,94,465,1001,5000,1,6
A05,Commercial,Mercantile,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2011,50,,ABC,SFEI,Y,208,354.95,466,929,5001,10000,1,6
A05,Residential,Single-family,Asia-Pacific,New,93 or less,"1,000 or less",1 to 6,2011,,,,,,16957.2,326.1,#NAME?,93,#NAME?,1000,1,6
A05,Residential,Multi-family,Europe,New,2324 to 4645,"25,001 to 50,000",7 to 14,2010,100,,ABC,SFEI,Y,-376,314,2324,4645,25001,50000,7,14
A05,Residential,Multi-family,Europe,New,2324 to 4645,"25,001 to 50,000",7 to 14,2010,50,,ABC,SFEI,Y,-376,314,2324,4645,25001,50000,7,14
A05,Residential,Single-family,Europe,New,93 or less,"1,000 or less",1 to 6,2012,50,,ABCD,SFEI,Y,19.86,273.15,#NAME?,93,#NAME?,1000,1,6
A05,Residential,Single-family,Europe,New,94 to 465,"1,001 to 5,000",1 to 6,2012,50,,AB,,,38.4,200,94,465,1001,5000,1,6
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2012,60,,ABCD,SFE,N,42691.68,199.29,4646,9290,500001,100000,1,6
A05,Residential,Single-family,Europe,New,93 or less,"1,000 or less",1 to 6,2012,50,,ABCD,SFEI,Y,8.8,179.03,#NAME?,93,#NAME?,1000,1,6
A05,Residential,Single-family,Europe,New,94 to 465,"1,001 to 5,000",1 to 6,2012,50,,AB,,,32.64,170,94,465,1001,5000,1,6
A05,Residential,Single-family,Asia-Pacific,New,93 or less,"1,000 or less",1 to 6,2011,,,,,Y,8782.8,168.9,#NAME?,93,#NAME?,1000,1,6
A05,Residential,Multi-family,Europe,New,930 to 2323,"10,001 to 25,000",1 to 6,2007,,,ABD,SFE,N,229.24,,930,2323,10001,25000,1,6
A05,Residential,Multi-family,Europe,New,930 to 2323,"10,001 to 25,000",1 to 6,2007,,,ABD,SFE,N,234.82,,930,2323,10001,25000,1,6
A05,Residential,Multi-family,Europe,New,930 to 2323,"10,001 to 25,000",1 to 6,2007,,,ABD,SFE,N,221.9,,930,2323,10001,25000,1,6
A05,Residential,Multi-family,Europe,New,930 to 2323,"10,001 to 25,000",1 to 6,2007,,,ABD,SFE,N,214.46,,930,2323,10001,25000,1,6
A05,Residential,Multi-family,Europe,New,930 to 2323,"10,001 to 25,000",1 to 6,2007,,,ABD,SFE,N,235.97,,930,2323,10001,25000,1,6
A05,Residential,Multi-family,Europe,New,930 to 2323,"10,001 to 25,000",1 to 6,2007,,,ABD,SFE,N,193.3,,930,2323,10001,25000,1,6
A05,Residential,Multi-family,Europe,New,930 to 2323,"10,001 to 25,000",1 to 6,2007,,,ABD,SFE,N,181.86,,930,2323,10001,25000,1,6
A05,Residential,Multi-family,Europe,New,930 to 2323,"10,001 to 25,000",1 to 6,2007,,,ABD,SFE,N,230.5,,930,2323,10001,25000,1,6
A05,Residential,Multi-family,Europe,New,930 to 2323,"10,001 to 25,000",1 to 6,2007,,,ABD,SFE,N,154.08,,930,2323,10001,25000,1,6
A05,Commercial,Mixed,Europe,New,46452 to 92903,"500,001 to 1 million",1 to 6,2011,25,,AB,SFE,Y,140000,,46452,92903,500001,1000000,1,6
A05,Residential,Multi-family,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",1 to 6,2014,,,A,SFE,N,,,2324,4645,25001,50000,1,6
A05,Residential,Multi-family,Asia-Pacific,New,2324 to 4645,"25,001 to 50,000",1 to 6,2014,,,A,SFE,N,,,2324,4645,25001,50000,1,6
A05,Commercial,Education,North America,Renovation,4646 to 9290,"50,001 to 100,000",1 to 6,2013,60,,ABCD,SFE,N,34333.92,,4646,9290,500001,100000,1,6
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2013,60,,ABCD,SFE,N,3884.03,,4646,9290,500001,100000,1,6
A05,Commercial,Education,North America,Renovation,4646 to 9290,"50,001 to 100,000",1 to 6,2013,60,,ABCD,SFE,N,25633.8,,4646,9290,500001,100000,1,6
A05,Commercial,Education,North America,Renovation,4646 to 9290,"50,001 to 100,000",1 to 6,2013,60,,ABCD,SFE,N,17104.85,,4646,9290,500001,100000,1,6
A05,Commercial,Education,North America,Renovation,4646 to 9290,"50,001 to 100,000",1 to 6,2013,60,,ABCD,SFE,N,8575.91,,4646,9290,500001,100000,1,6
A05,Commercial,Education,North America,Renovation,4646 to 9290,"50,001 to 100,000",1 to 6,2013,60,,ABCD,SFE,N,2839.03,,4646,9290,500001,100000,1,6
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2013,60,,ABCD,SFE,N,36145.1,,4646,9290,500001,100000,1,6
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2013,60,,ABCD,SFE,N,27444.98,,4646,9290,500001,100000,1,6
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2013,60,,ABCD,SFE,N,18156.09,,4646,9290,500001,100000,1,6
A05,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2013,60,,ABCD,SFE,N,12185.74,,4646,9290,500001,100000,1,6
A05,Commercial ,Office,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2015,,,ABC,SFE,,3860,,18581,46451,200001,500000,1,6
A05,Commercial ,Office,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2015,,,ABCD,SFE,,4070,,18581,46451,200001,500000,1,6
A05,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",7 to 14,2015,60,,ABC,SFE,,6328.57,,9291,18580,100001,200000,7,14
A05,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",7 to 14,2015,60,,ABCD,SFE,,6349.11,,9291,18580,100001,200000,7,14
A05,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",7 to 14,2015,60,,ABC,SFE,,7700,,9291,18580,100001,200000,7,14
A05,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",7 to 14,2015,60,,ABCD,SFE,,8150,,9291,18580,100001,200000,7,14
A05,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015,60,,ABC,SFE,,4010,,4646,9290,500001,100000,1,6
A05,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015,60,,ABCD,SFE,,4040,,4646,9290,500001,100000,1,6
A05,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015,60,,ABC,SFE,,2787,,4646,9290,500001,100000,1,6
A05,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015,60,,ABCD,SFE,,2982.15,,4646,9290,500001,100000,1,6
A05,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015,,,ABC,SFE,,10700,,4646,9290,500001,100000,1,6
A05,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015,,,ABCD,SFE,,11600,,4646,9290,500001,100000,1,6
A05,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015,60,,ABC,SFE,,2520,,4646,9290,500001,100000,1,6
A05,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015,60,,ABCD,SFE,,2790,,4646,9290,500001,100000,1,6
A05,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2015,60,,ABCD,SFE,,10700,,9291,18580,100001,200000,1,6
A05,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2015,60,,ABC,SFE,,10000,,9291,18580,100001,200000,1,6
A05,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2015,60,,ABC,SFE,,8660,,18581,46451,200001,500000,1,6
A05,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2015,60,,ABCD,SFE,,8760,,18581,46451,200001,500000,1,6
A05,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",7 to 14,2015,60,,ABC,SFE,,3302.17,,9291,18580,100001,200000,7,14
A05,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",7 to 14,2015,60,,ABCD,SFE,,3052.07,,9291,18580,100001,200000,7,14
A05,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015,,,ABC,SFE,,5330,,4646,9290,500001,100000,1,6
A05,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015,,,ABCD,SFE,,4750,,4646,9290,500001,100000,1,6
A05,Commercial ,Office,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2015,,,ABC,SFE,,3540,,18581,46451,200001,500000,1,6
A05,Commercial ,Office,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2015,,,ABCD,SFE,,3750,,18581,46451,200001,500000,1,6
A05,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2015,60,,ABC,SFE,,6040,,18581,46451,200001,500000,1,6
A05,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2015,60,,ABCD,SFE,,4270,,18581,46451,200001,500000,1,6
A05,Commercial ,Office,North America,New,9291 to 18580,"100,001 to 200,000",7 to 14,2015,60,,ABC,SFE,,3032,,9291,18580,100001,200000,7,14
A05,Commercial ,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015,60,,ABC,SFE,,2728,,4646,9290,500001,100000,1,6
A05,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015,60,,ABC,SFE,,1530,,4646,9290,500001,100000,1,6
A05,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015,60,,ABCD,SFE,,904,,4646,9290,500001,100000,1,6
A05,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",7 to 14,2015,60,,ABC,SFE,,4800,,9291,18580,100001,200000,7,14
A05,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",7 to 14,2015,60,,ABCD,SFE,,2990,,9291,18580,100001,200000,7,14
A05,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015,60,,ABC,SFE,,2520,,4646,9290,500001,100000,1,6
A05,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015,60,,ABCD,SFE,,1810,,4646,9290,500001,100000,1,6
A05,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015,60,,ABC,SFE,,2256.15,,4646,9290,500001,100000,1,6
A05,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015,60,,ABCD,SFE,,1303.1,,4646,9290,500001,100000,1,6
A05,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2015,60,,ABC,SFE,,7710,,9291,18580,100001,200000,1,6
A05,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2015,60,,ABCD,SFE,,8070,,9291,18580,100001,200000,1,6
A05,Residential ,Single-family,North America,New,94 to 465,"1,001 to 5,000",1 to 6,1998,50,,ABC,SFEI,Y,,185.89,94,465,1001,5000,1,6
A05,Residential ,Single-family,North America,New,94 to 465,"1,001 to 5,000",1 to 6,1998,50,,ABC,SFEI,Y,,181.18,94,465,1001,5000,1,6
A05,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2012,,,A,S,N,5980,,9291,18580,100001,200000,1,6
A05,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2012,,,A,S,N,2370,,9291,18580,100001,200000,1,6
A05,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2012,50,,A,SFE,N,5977.86,,9291,18580,100001,200000,1,6
A05,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2012,50,,A,SFE,N,1793.36,,9291,18580,100001,200000,1,6
A05,Commercial,Warehouse,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2014,60,,ABC,SFE,N,3296.81,,9291,18580,100001,200000,1,6
A05,Commercial,Warehouse,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2014,60,,ABC,SFE,N,2774.43,,9291,18580,100001,200000,1,6
A05,Commercial ,Mixed,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2002,75,,ABC,SFE,N,5083.8,,4646,9290,500001,100000,1,6
A05,Commercial,Mixed,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2002,75,,ABC,SFE,N,4590,,4646,9290,500001,100000,1,6
A05,Residential ,Single-family,North America,New,94 to 465,"1,001 to 5,000",1 to 6,2001,50,,ABC,SFEI,Y,370,,94,465,1001,5000,1,6
A05,Residential ,Single-family,North America,New,94 to 465,"1,001 to 5,000",1 to 6,2001,50,,ABC,SFEI,Y,1010,,94,465,1001,5000,1,6
