Unnamed: 0,Index,Count,site_country_code,admin_project_code,admin_data_partner,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_ag_interval,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_mass_total_m2,inv_mat_mass_total_capita,inv_mat_mass_sum_top_5,inv_mat_mass_ratio,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,mass_aluminium,mass_bamboo,mass_brass_copper,mass_cement_mortar,mass_ceramics,mass_concrete_reinforced,mass_concrete_wo_reinforcement,mass_earth,mass_EPS_XPS,mass_fungi,mass_glass,mass_metals,mass_plastics,mass_steel_reinforcement,mass_stone,mass_stone_wool,mass_straw_hemp,mass_wood,mass_other,mass_eurostat_metal_materials,mass_eurostat_non-metallic_minerals,mass_eurostat_fossil_energy_materials,mass_eurostat_biomass_based_materials,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts,scope_LCS,scope_LCM,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_sum_em,GHG_sum_em_m2a,GHG_sum_em_capita_a,GHG_A_m2a,GHG_B_em_m2a,GHG_B_op_m2a,GHG_C_m2a,GHG_A_capita_a,GHG_B_em_capita_a,GHG_B_op_capita_a,GHG_C_capita_a,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_A123_m2a,GHG_A45_m2a,GHG_B1234_m2a,GHG_B5_m2a,GHG_B67_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_D_m2a,GHG_A123_m2a_APEN,GHG_A45_m2a_APEN,GHG_B1234_m2a_APEN,GHG_B5_m2a_APEN,GHG_B67_m2a_APEN,GHG_C12_m2a_APEN,GHG_C34_m2a_APEN,GHG_D_m2a_APEN,GHG_sum_em_m2a_APEN,GHG_sum_op_m2a_APEN,GHG_A123_m2a_harm,GHG_A45_m2a_harm,GHG_B1234_m2a_harm,GHG_B5_m2a_harm,GHG_B67_m2a_harm,GHG_C12_m2a_harm,GHG_C34_m2a_harm,GHG_sum_em_m2a_harm,GHG_A123_m2a_harm_LCM,GHG_A45_m2a_harm_LCM,GHG_B1234_m2a_harm_LCM,GHG_B5_m2a_harm_LCM,GHG_C12_m2a_harm_LCM,GHG_C34_m2a_harm_LCM,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a,GHG_sum_em_m2pertonGHG_a,GHG_sum_em_m2pertonGHG,GHG_sum_op_m2pertonGHG_a,GHG_sum_op_m2pertonGHG,GHG_sum_em_cappertonGHG_a,GHG_sum_em_cappertonGHG,GHG_sum_op_cappertonGHG_a,GHG_sum_op_cappertonGHG,ratio_A123_LCM,ratio_A45_LCM,ratio_B1234_LCM,ratio_B5_LCM,ratio_C12_LCM,ratio_C34_LCM,ratio_A123_parts,ratio_A45_parts,ratio_B1234_parts,ratio_B5_parts,ratio_C12_parts,ratio_C34_parts,mass_Eurostat_Metals,mass_Eurostat_CCA,mass_Eurostat_Non-CCA-minerals,mass_Eurostat_Bio-based,mass_Eurostat_Other-materials,mass_total_mats,mass_total_eurostat,mi_aluminium,mi_bamboo,mi_brass_copper,mi_cement_mortar,mi_ceramics,mi_concrete_reinforced,mi_concrete_wo_reinforcement,mi_earth,mi_EPS_XPS,mi_fungi,mi_glass,mi_metals,mi_plastics,mi_steel_reinforcement,mi_stone,mi_stone_wool,mi_straw_hemp,mi_wood,mi_other,mi_eurostat_metal_materials,mi_eurostat_non-metallic_minerals,mi_eurostat_fossil_energy_materials,mi_eurostat_biomass_based_materials,mi_Eurostat_Metals,mi_Eurostat_CCA,mi_Eurostat_Non-CCA-minerals,mi_Eurostat_Bio-based,mi_Eurostat_Other-materials,source_code,meta_source,meta_authors,meta_year,meta_title,meta_journal,meta_DOI_URL,site_region_local,site_climate_zone,site_seismic_hazard,site_region_world,bldg_project_type,bldg_area_value,bldg_area_specification,bldg_height,bldg_volume_gbv,bldg_area_envelope,bldg_area_windows,bldg_area_walls_ext,bldg_footprint,bldg_orientation,bldg_attached_faces,bldg_ratio_window_to_wall,bldg_shape_factor,bldg_ratio_window_to_floor,bldg_ratio_wall_ext_to_floor,bldg_wall_internal_type,bldg_wall_internal_area,bldg_construction_method,bldg_wall_ext_uvalue,bldg_roof_uvalue,bldg_inertia,bldg_energy_provision,bldg_energy_sources,bldg_energy_distribution,bldg_bipv_description,inv_energy_consumption_description,lca_goal_scope,lca_reference_unit,lca_functional_unit,lca_database_version,lca_database_other,lca_lcia_method,lca_model_type,inv_energy_consumption_type,scope_LCS_B6_heating,scope_LCS_B6_ventilation,scope_LCS_B6_cooling,scope_LCS_B6_DHW,scope_LCS_B6_lighting,scope_LCS_B6_appliances,lca_indicators_other,CED_EE_m2a,CED_OE_m2a,CED_A1-3_m2a,CED_A4-5_m2a,CED_B1-4_m2a,CED_B5_m2a,CED_B6-7_m2a,CED_C1-2_m2a,CED_C3-4_m2a,CED_D_m2a,CED_EE_share,CED_OE_share,GHG_EC_share,GHG_OC_share,CED_EE_m2a_APEN,CED_OE_m2a_APEN,CED_A1-3_m2a_APEN,CED_A4-5_m2a_APEN,CED_B1-4_m2a_APEN,CED_B5_m2a_APEN,CED_B6-7_m2a_APEN,CED_C1-2_m2a_APEN,CED_C3-4_m2a_APEN,CED_D_m2a_APEN
1185,1189,1,FR,CSTB399,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,82.0,,1-5000,2.0,2.0,1-6,0.0,massive concrete,Gable or saddle roof,New Standard,2,,20.5,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,47886.48,11.6796292682926,478.8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5126,,,,,,,,,,,,,,,,,,1.5126,,,11.6796292682926,7.95972091092185,1.76360495051089,1.52016559045866,,0.594557014860796,0.189533490532096,0.491736585365853,,,,,,,,2.25378536585365,,,,,,,,1.58662926829268,,,,,,,,2.99348048780487,,,,,,,,3.67160487804878,,,,,,,,0.581839024390243,,,,,,,,85.6191559705369,1.71238311941073,661.11331482216,13.2222662964432,2.08827209684236,0.0417654419368473,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,1190,1,FR,CSTB400,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,132.0,,1-5000,2.0,2.0,1-6,0.0,frame concrete,Other,,2,,,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,76325.88,11.5645272727272,763.2588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5645272727272,7.88127837306852,1.74622473710429,1.50518445629487,,0.588697693702917,0.187665650167852,0.428110606060606,,,,,,,,1.95406515151515,,,,,,,,2.15964393939393,,,,,,,,2.7660606060606,,,,,,,,3.67358636363636,,,,,,,,0.58215303030303,,,,,,,,86.4713253224201,1.7294265064484,,,1.31017159579424,0.0262034319158848,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,1191,1,FR,CSTB401,CSTB,CSTB,Residential,Multi-family house,New Built,France,,,2015-2019,,France,883.0,,1-5000,25.0,,,0.0,massive brick,Flat roof,New Standard,2,,52.3,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,1036734.52,23.4820955832389,829.387615999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2299,,,,,,,,,,,,,,,,,,12.2299,,,23.4820955832389,16.0031558324877,3.54575809451389,3.05631907293573,,1.19536710728895,0.381060343497545,0.783369195922989,,,,,,,,7.17520135900339,,,,,,,,3.29333340883352,,,,,,,,5.62029535673839,,,,,,,,3.41939569648924,,,,,,,,1.43191936579841,,,,,,,,42.5856370635753,0.851712741271507,81.7668173901667,1.63533634780333,1.20570886363463,0.0241141772726927,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,1192,1,FR,CSTB402,CSTB,CSTB,Residential,Multi-family house,New Built,France,,,2015-2019,,France,1559.48,,1-5000,60.0,4.0,1-6,0.0,massive brick,Flat roof,New Standard,,,32.0,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,1300268.83,16.6756717623823,433.422943333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3818,,,,,,,,,,,,,,,,,,2.3818,,,16.6756717623823,11.364546783265,2.51799921022075,2.17042697406289,,0.848882905106954,0.270607756760917,1.07890322415164,,,,,,,,6.98765537230358,,,,,,,,1.47795560058481,,,,,,,,3.06471464847256,,,,,,,,2.56,,,,,,,,0.64,,,,,,,,59.9675991617825,1.19935198323565,419.850533210177,8.39701066420354,2.30721519333813,0.0461443038667626,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,1193,1,FR,CSTB403,CSTB,CSTB,Residential,Multi-family house,New Built,France,,,2015-2019,,France,839.0,,1-5000,21.0,,,0.0,massive brick,Flat roof,New Standard,2,,49.1,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,642458.04,15.3148519666269,611.8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5178,,,,,,,,,,,,,,,,,,11.5178,,,15.3148519666269,10.4371418515283,2.31251764283379,1.99330907238956,,0.779609734106204,0.248524784780386,1.52285387365911,,,,,,,,5.27800643623361,,,,,,,,2.3963010727056,,,,,,,,2.5247642431466,,,,,,,,2.56064076281287,,,,,,,,0.640160190703218,,,,,,,,65.2960931113882,1.30592186222776,86.8221361718383,1.73644272343676,1.63434798014201,0.0326869596028403,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,1194,1,FR,CSTB404,CSTB,CSTB,Residential,Multi-family house,New Built,France,,,2015-2019,,France,877.0,,1-5000,23.0,,,0.0,massive brick,Flat roof,New Standard,2,,53.8,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,645641.649999999,14.7238688711516,561.42752173913,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6439,,,,,,,,,,,,,,,,,,12.6439,,,14.7238688711516,10.0343841616223,2.22328016029845,1.91638949338176,,0.749525461993829,0.238934489886782,1.95050832383124,,,,,,,,5.80558859749144,,,,,,,,2.45638700114025,,,,,,,,0.956923603192702,,,,,,,,2.56064218928164,,,,,,,,0.64016054732041,,,,,,,,67.9169319389478,1.35833863877895,79.0895214293058,1.58179042858611,1.78117381367822,0.0356234762735644,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,1195,1,FR,CSTB405,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,93.879997253418,,1-5000,4.0,2.0,1-6,0.0,massive wood,Gable or saddle roof,,3,,,,,,,,"Timber, wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,53519.25,11.4016300736633,267.596249999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4016300736633,7.77026318483477,1.7216275260033,1.48398252333015,,0.580405335257295,0.185022203699879,0.756380507855358,,,,,,,,1.26326803866285,,,,,,,,1.50214746618844,,,,,,,,2.03281855116428,,,,,,,,5.14574578326813,,,,,,,,0.580000016968658,,,,,,,,87.7067571513222,1.75413514302644,,,3.73697314517673,0.0747394629035347,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,1196,1,FR,CSTB406,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,96.569999694824,,1-5000,5.0,2.0,1-6,0.0,massive wood,Gable or saddle roof,,3,,,,,,,,"Timber, wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,57312.76,11.869682133399,229.25104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.869682133399,8.08924281010355,1.79230262284799,1.54490197714236,,0.60423174524373,0.192617610933675,0.67126436993739,,,,,,,,1.46411308322265,,,,,,,,1.4522149781835,,,,,,,,2.13932070677093,,,,,,,,5.44153465528244,,,,,,,,0.580000001832888,,,,,,,,84.2482543981689,1.68496508796337,,,4.36203037508575,0.0872406075017151,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,1197,1,FR,CSTB407,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,102.33999633789,,1-5000,5.0,2.0,1-6,0.0,massive wood,Gable or saddle roof,,3,,,,,,,,"Timber, wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,60572.9599999999,11.8375927628548,242.29184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8375927628548,8.06737375691091,1.78745718028724,1.54072537565955,,0.602598220760955,0.19209687433592,0.659976572375481,,,,,,,,1.34694747833369,,,,,,,,1.56743409947348,,,,,,,,2.04677552760911,,,,,,,,5.35588840740524,,,,,,,,0.580000020754581,,,,,,,,84.4766347375875,1.68953269475175,,,4.12725414112171,0.0825450828224343,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,1198,1,FR,CSTB408,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,104.83000183106,,1-5000,5.0,2.0,1-6,0.0,massive wood,Gable or saddle roof,,3,,,,,,,,"Timber, wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,61181.11,11.6724427990752,244.72444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6724427990752,7.9548232991919,1.7625198053922,1.51923023343916,,0.594191184269159,0.189416870683632,0.666412274919003,,,,,,,,1.19505673768748,,,,,,,,1.66115422072237,,,,,,,,2.03630827312217,,,,,,,,5.30404836676494,,,,,,,,0.579999989869171,,,,,,,,85.6718698231038,1.71343739646207,,,4.08622857610788,0.0817245715221577,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,1199,1,FR,CSTB409,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,92.339996337891,,1-5000,4.0,2.0,1-6,0.0,massive wood,Gable or saddle roof,,3,,,,,,,,"Timber, wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,52273.24,11.3219064485819,261.3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3219064485819,7.71593116871697,1.70958938877852,1.47360607140591,,0.576346966669266,0.183728472829451,0.772882854996548,,,,,,,,1.4331297947615,,,,,,,,1.61963185977115,,,,,,,,1.63182809157388,,,,,,,,5.16314510405025,,,,,,,,0.580000023002201,,,,,,,,88.3243475417737,1.76648695083547,,,3.82604942796734,0.0765209885593469,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,1200,1,FR,CSTB410,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,94.23999786377,,1-5000,4.0,2.0,1-6,0.0,massive wood,Gable or saddle roof,,3,,,,,,,,"Timber, wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,52699.95,11.1842001686335,263.49975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1842001686335,7.6220837073899,1.68879596533547,1.45568286994472,,0.569336963795632,0.181493816976318,0.75730052650433,,,,,,,,1.17431878723063,,,,,,,,1.39734935255793,,,,,,,,2.01148561435691,,,,,,,,5.14248101639985,,,,,,,,0.580000013147426,,,,,,,,89.4118475100735,1.78823695020147,,,3.79507001429792,0.0759014002859585,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,1201,1,FR,CSTB411,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,89.699996948242,,1-5000,4.0,2.0,1-6,0.0,massive wood,Gable or saddle roof,,3,,,,,,,,"Timber, wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,51922.63,11.5769524562994,259.61315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5769524562994,7.88974619265674,1.74810091953744,1.50680165972553,,0.589330203509868,0.187867282288087,0.730680069452159,,,,,,,,1.43195545562967,,,,,,,,1.54449280616965,,,,,,,,1.97630552989081,,,,,,,,5.1921874676176,,,,,,,,0.580000019732661,,,,,,,,86.3785183341463,1.72757036668292,,,3.85188500659538,0.0770377001319077,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
