Unnamed: 0,Index,Count,site_country_code,admin_project_code,admin_data_partner,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_ag_interval,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_mass_total_m2,inv_mat_mass_total_capita,inv_mat_mass_sum_top_5,inv_mat_mass_ratio,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,mass_aluminium,mass_bamboo,mass_brass_copper,mass_cement_mortar,mass_ceramics,mass_concrete_reinforced,mass_concrete_wo_reinforcement,mass_earth,mass_EPS_XPS,mass_fungi,mass_glass,mass_metals,mass_plastics,mass_steel_reinforcement,mass_stone,mass_stone_wool,mass_straw_hemp,mass_wood,mass_other,mass_eurostat_metal_materials,mass_eurostat_non-metallic_minerals,mass_eurostat_fossil_energy_materials,mass_eurostat_biomass_based_materials,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts,scope_LCS,scope_LCM,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_sum_em,GHG_sum_em_m2a,GHG_sum_em_capita_a,GHG_A_m2a,GHG_B_em_m2a,GHG_B_op_m2a,GHG_C_m2a,GHG_A_capita_a,GHG_B_em_capita_a,GHG_B_op_capita_a,GHG_C_capita_a,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_A123_m2a,GHG_A45_m2a,GHG_B1234_m2a,GHG_B5_m2a,GHG_B67_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_D_m2a,GHG_A123_m2a_APEN,GHG_A45_m2a_APEN,GHG_B1234_m2a_APEN,GHG_B5_m2a_APEN,GHG_B67_m2a_APEN,GHG_C12_m2a_APEN,GHG_C34_m2a_APEN,GHG_D_m2a_APEN,GHG_sum_em_m2a_APEN,GHG_sum_op_m2a_APEN,GHG_A123_m2a_harm,GHG_A45_m2a_harm,GHG_B1234_m2a_harm,GHG_B5_m2a_harm,GHG_B67_m2a_harm,GHG_C12_m2a_harm,GHG_C34_m2a_harm,GHG_sum_em_m2a_harm,GHG_A123_m2a_harm_LCM,GHG_A45_m2a_harm_LCM,GHG_B1234_m2a_harm_LCM,GHG_B5_m2a_harm_LCM,GHG_C12_m2a_harm_LCM,GHG_C34_m2a_harm_LCM,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a,GHG_sum_em_m2pertonGHG_a,GHG_sum_em_m2pertonGHG,GHG_sum_op_m2pertonGHG_a,GHG_sum_op_m2pertonGHG,GHG_sum_em_cappertonGHG_a,GHG_sum_em_cappertonGHG,GHG_sum_op_cappertonGHG_a,GHG_sum_op_cappertonGHG,ratio_A123_LCM,ratio_A45_LCM,ratio_B1234_LCM,ratio_B5_LCM,ratio_C12_LCM,ratio_C34_LCM,ratio_A123_parts,ratio_A45_parts,ratio_B1234_parts,ratio_B5_parts,ratio_C12_parts,ratio_C34_parts,mass_Eurostat_Metals,mass_Eurostat_CCA,mass_Eurostat_Non-CCA-minerals,mass_Eurostat_Bio-based,mass_Eurostat_Other-materials,mass_total_mats,mass_total_eurostat,mi_aluminium,mi_bamboo,mi_brass_copper,mi_cement_mortar,mi_ceramics,mi_concrete_reinforced,mi_concrete_wo_reinforcement,mi_earth,mi_EPS_XPS,mi_fungi,mi_glass,mi_metals,mi_plastics,mi_steel_reinforcement,mi_stone,mi_stone_wool,mi_straw_hemp,mi_wood,mi_other,mi_eurostat_metal_materials,mi_eurostat_non-metallic_minerals,mi_eurostat_fossil_energy_materials,mi_eurostat_biomass_based_materials,mi_Eurostat_Metals,mi_Eurostat_CCA,mi_Eurostat_Non-CCA-minerals,mi_Eurostat_Bio-based,mi_Eurostat_Other-materials,source_code,meta_source,meta_authors,meta_year,meta_title,meta_journal,meta_DOI_URL,site_region_local,site_climate_zone,site_seismic_hazard,site_region_world,bldg_project_type,bldg_area_value,bldg_area_specification,bldg_height,bldg_volume_gbv,bldg_area_envelope,bldg_area_windows,bldg_area_walls_ext,bldg_footprint,bldg_orientation,bldg_attached_faces,bldg_ratio_window_to_wall,bldg_shape_factor,bldg_ratio_window_to_floor,bldg_ratio_wall_ext_to_floor,bldg_wall_internal_type,bldg_wall_internal_area,bldg_construction_method,bldg_wall_ext_uvalue,bldg_roof_uvalue,bldg_inertia,bldg_energy_provision,bldg_energy_sources,bldg_energy_distribution,bldg_bipv_description,inv_energy_consumption_description,lca_goal_scope,lca_reference_unit,lca_functional_unit,lca_database_version,lca_database_other,lca_lcia_method,lca_model_type,inv_energy_consumption_type,scope_LCS_B6_heating,scope_LCS_B6_ventilation,scope_LCS_B6_cooling,scope_LCS_B6_DHW,scope_LCS_B6_lighting,scope_LCS_B6_appliances,lca_indicators_other,CED_EE_m2a,CED_OE_m2a,CED_A1-3_m2a,CED_A4-5_m2a,CED_B1-4_m2a,CED_B5_m2a,CED_B6-7_m2a,CED_C1-2_m2a,CED_C3-4_m2a,CED_D_m2a,CED_EE_share,CED_OE_share,GHG_EC_share,GHG_OC_share,CED_EE_m2a_APEN,CED_OE_m2a_APEN,CED_A1-3_m2a_APEN,CED_A4-5_m2a_APEN,CED_B1-4_m2a_APEN,CED_B5_m2a_APEN,CED_B6-7_m2a_APEN,CED_C1-2_m2a_APEN,CED_C3-4_m2a_APEN,CED_D_m2a_APEN
583,583,1,DK,APEN_Snow_3a,ROECK-et-al,ROECK-et-al,Residential,Single family house,New Built,Denmark,,,,,Denmark (BR18),,,,,,,,,,Existing Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,GaBi,Ecoinvent,,GLEI,ABCD,PCMODW,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,,Yes,Yes,Yes,Yes,Yes,substracted (credit),,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.543925205252731,0.0729138229125106,0.315304968541087,-0.0033359966654664,0.011260178940116,0.10928947908737,0.812998967494489,0.135650801217455,0.188864770400034,,0.514051633298208,0.640000233118811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEN_Snow_3a,Snow,"﻿Brejnrod, Kathrine Nykjær
Kalbar, Pradip
Petersen, Steffen
Birkved, Morten",2017.0,The absolute environmental performance of buildings,Building and Environment,http://dx.doi.org/10.1016/j.buildenv.2017.04.003,"Hedensted, Denmark",(D) Continental,Low,Europe,New construction,128.0,m2 NFA,,,,,,,,,,,,,,,"founded on screw foundations; two freight containers form the bearing structure
façade: mounted with plates of composite material
roof with aluminum plates
triple glazed windows
internal walls and floors: covered OSB plates
insulation: paper wool insulation made from recycled paper waste",,,,,,,,,realistic best building practice in terms of low environmental impacts,m2 NFA y,m2 per person,v2.2,EPDs,CML,,,Yes,Yes,Yes,Yes,No,No,,,17418.24,,,,,,,,,,,21.36094674556213,78.63905325443787,,,,,,,,,,
584,584,1,DK,APEN_Snow_3b,ROECK-et-al,ROECK-et-al,Residential,Single family house,New Built,Denmark,,,,,Denmark (BR18),,,,,,,,massive concrete,,Existing Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,GaBi,Ecoinvent,,GLEI,ABCD,PCMODW,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,,Yes,Yes,Yes,Yes,Yes,substracted (credit),,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.54,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.543925205252731,0.0729138229125106,0.315304968541087,-0.0033359966654664,0.011260178940116,0.10928947908737,0.812998967494489,0.135650801217455,0.188864770400034,,0.514051633298208,0.640000233118811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEN_Snow_3b,Snow,"﻿Brejnrod, Kathrine Nykjær
Kalbar, Pradip
Petersen, Steffen
Birkved, Morten",2017.0,The absolute environmental performance of buildings,Building and Environment,http://dx.doi.org/10.1016/j.buildenv.2017.04.003,"Hedensted, Denmark",(D) Continental,Low,Europe,New construction,128.0,m2 NFA,,,,,,,,,,,,,,,"founded on concrete (line), socket made of insulated lightweight conrete blocks, ground slab: reinforced concrete on EPS with wood or tile flooring. outer walls are made of aerated concrete, mineral wool and masonry. inner walls are made of aerated concrete. roof is made of wood, insulated with mineral wool. aluminium clad timber windows, triple glazing",,,,,,,,,,m2 NFA y,m2 per person,v2.2,EPDs,CML,,,Yes,Yes,Yes,Yes,No,No,,,17418.24,,,,,,,,,,,44.06565656565657,55.93434343434343,,,,,,,,,,
585,585,1,UK,APEN_Snow_5a,ROECK-et-al,ROECK-et-al,,,New Built,United Kingdom,,,,,Other,1620.0,,1-5000,,3.0,1-6,0.0,,,New Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,Bath ICE Database,,GL,ABCD,PCMROD,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,Yes,No,No,No,Yes,not in scope,,14.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.81,9.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.720704697986577,0.424999153031314,,,0.0033445190156599,0.500476661951909,1.00948601364249,,,,-0.131172400362665,0.353201643107406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEN_Snow_5a,Snow,"﻿Densley Tingley, Danielle
Davison, Buick",2012.0,Developing an LCA methodology to account for the environmental benefits of design for deconstruction,Building and Environment,,,(C) Temperate,,Europe,New construction,1620.0,m2 GFA,,,,,,,,,,,,,,,non-composite,,,,,,,,,Compare different scenario for EoL,m2 y,,,,,Process-based,,No,No,No,No,No,No,,,,,,,,,,,,,,61.53846153846154,38.46153846153847,,,,,,,,,,
586,586,1,UK,APEN_Snow_5b,ROECK-et-al,ROECK-et-al,,,New Built,United Kingdom,,,,,Other,1620.0,,1-5000,,3.0,1-6,0.0,,,New Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,Bath ICE Database,,GL,ABCD,PCMROD,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,Yes,No,No,No,Yes,,,13.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.58,9.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.720704697986577,0.424999153031314,,,0.0033445190156599,0.500476661951909,1.00948601364249,,,,-0.131172400362665,0.353201643107406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEN_Snow_5b,Snow,"﻿Densley Tingley, Danielle
Davison, Buick",2012.0,Developing an LCA methodology to account for the environmental benefits of design for deconstruction,Building and Environment,,,(C) Temperate,,Europe,New construction,1620.0,m2 GFA,,,,,,,,,,,,,,,non-composite,,,,,,,,,Compare different scenario for EoL,m2 y,,,,,Process-based,,No,No,No,No,No,No,,,,,,,,,,,,,,59.45945945945946,40.54054054054054,,,,,,,,,,
587,587,1,UK,APEN_Snow_6a,ROECK-et-al,ROECK-et-al,Residential,Semi-detached,New Built,United Kingdom,,,,,Other,65.0,,1-5000,,2.0,1-6,0.0,,Flat roof,New Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,Other,,GL,AB,PO,Yes,Yes,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,,No,No,No,No,No,not in scope,,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86,28.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.930739227962101,,0.155836737085272,,,,1.00948601364249,,,,-0.131172400362665,0.353201643107406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEN_Snow_6a,Snow,"﻿Hacker, Jacob N
Saulles, Tom P De
Minson, Andrew J
Holmes, Michael J",2008.0,Embodied and operational carbon dioxide emissions from housing: A case study on the effects of thermal mass and climate change,Energy and Buildings,,Southeast-England,(C) Temperate,Low,Europe,New construction,65.0,m2 GFA,,,,9.8,124.2,26.0,S,0.0,0.0789,,0.377,1.91,,,Lightweight (timber frame with brick exterior),0.27,0.15,Low,Oil/gas boiler,Natural gas,Radiator(s),,,Compare impact of four cases with different thermal inertia,whole building,,,Institution of Structural Engineers (IStructE) publication Building for a sustainable future and BRE publications,,Process-based,Energy simulation (dynamic),No,No,No,No,No,No,,,,,,,,,,,,,,14.89559596335395,85.10440403664605,,,,,,,,,,
588,588,1,UK,APEN_Snow_6b,ROECK-et-al,ROECK-et-al,Residential,Semi-detached,New Built,United Kingdom,,,,,Other,65.0,,1-5000,,2.0,1-6,0.0,,Flat roof,New Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,Other,,GL,AB,PO,Yes,Yes,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,,No,No,No,No,No,not in scope,,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.24,24.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.930739227962101,,0.155836737085272,,,,1.00948601364249,,,,-0.131172400362665,0.353201643107406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEN_Snow_6b,Snow,"﻿Hacker, Jacob N
Saulles, Tom P De
Minson, Andrew J
Holmes, Michael J",2008.0,Embodied and operational carbon dioxide emissions from housing: A case study on the effects of thermal mass and climate change,Energy and Buildings,,Southeast-England,(C) Temperate,Low,Europe,New construction,65.0,m2 GFA,,,,9.8,124.2,26.0,S,0.0,0.0789,,0.377,1.91,,,"Mediumweight (traditional brick and block exterior wall,
with lightweight ceilings and partitions)",0.27,0.15,Medium,Oil/gas boiler,Natural gas,Radiator(s),,,Compare impact of four cases with different thermal inertia,whole building,,,Institution of Structural Engineers (IStructE) publication Building for a sustainable future and BRE publications,,Process-based,Energy simulation (dynamic),No,No,No,No,No,No,,,,,,,,,,,,,,17.12564986873938,82.87435013126061,,,,,,,,,,
589,589,1,UK,APEN_Snow_6c,ROECK-et-al,ROECK-et-al,Residential,Semi-detached,New Built,United Kingdom,,,,,Other,65.0,,1-5000,,2.0,1-6,0.0,,Flat roof,New Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,Other,,GL,AB,PO,Yes,Yes,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,,No,No,No,No,No,not in scope,,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.78,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.930739227962101,,0.155836737085272,,,,1.00948601364249,,,,-0.131172400362665,0.353201643107406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEN_Snow_6c,Snow,"﻿Hacker, Jacob N
Saulles, Tom P De
Minson, Andrew J
Holmes, Michael J",2008.0,Embodied and operational carbon dioxide emissions from housing: A case study on the effects of thermal mass and climate change,Energy and Buildings,,Southeast-England,(C) Temperate,Low,Europe,New construction,65.0,m2 GFA,,,,9.8,124.2,26.0,S,0.0,0.0789,,0.377,1.91,,,"Medium-heavy (as mediumweight but with block partitions
and concrete hollow-core ceiling on ground floor).",0.27,0.15,Medium,Oil/gas boiler,Natural gas,Radiator(s),,,Compare impact of four cases with different thermal inertia,whole building,,,Institution of Structural Engineers (IStructE) publication Building for a sustainable future and BRE publications,,Process-based,Energy simulation (dynamic),No,No,No,No,No,No,,,,,,,,,,,,,,19.1268758526603,80.8731241473397,,,,,,,,,,
590,590,1,UK,APEN_Snow_6d,ROECK-et-al,ROECK-et-al,Residential,Semi-detached,New Built,United Kingdom,,,,,Other,65.0,,1-5000,,2.0,1-6,0.0,,Flat roof,New Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,Other,,GL,AB,PO,Yes,Yes,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,,No,No,No,No,No,not in scope,,5.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.37,22.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.930739227962101,,0.155836737085272,,,,1.00948601364249,,,,-0.131172400362665,0.353201643107406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEN_Snow_6d,Snow,"﻿Hacker, Jacob N
Saulles, Tom P De
Minson, Andrew J
Holmes, Michael J",2008.0,Embodied and operational carbon dioxide emissions from housing: A case study on the effects of thermal mass and climate change,Energy and Buildings,,Southeast-England,(C) Temperate,Low,Europe,New construction,65.0,m2 GFA,,,,9.8,124.2,26.0,S,0.0,0.0789,,0.377,1.91,,,"Heavy (heavyweight block inner leaf and partitions, with hollow-core concrete ceiling on the ground and first floor)",0.27,0.15,High,Oil/gas boiler,Natural gas,Radiator(s),,,Compare impact of four cases with different thermal inertia,whole building,,,Institution of Structural Engineers (IStructE) publication Building for a sustainable future and BRE publications,,Process-based,Energy simulation (dynamic),No,No,No,No,No,No,,,,,,,,,,,,,,20.49234863606121,79.50765136393879,,,,,,,,,,
591,591,1,FI,APEN_Snow_9,ROECK-et-al,ROECK-et-al,Residential,Semi-detached,New Built,Finland,,2001.0,2000-2004,,Other,15600.0,,15001-20000,,5.0,1-6,,massive brick,,Existing Standard,,,169.0,20100000.0,1288.46153846153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,Other,,GLIS,ABC,PCMODW,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,,Yes,Yes,Yes,Yes,No,not in scope,,14.82,,,,,,,,,,,,,,,,,,,,,,,,,6.15,1.05,7.05,,107.69,0.56,,,6.15,1.05,7.05,,107.69,0.56,,,14.82,107.69,6.15,1.05,7.05,,107.69,0.56,,14.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415259959486833,0.0708980418636056,0.476029709655638,,0.037812288993923,,0.415259959486833,0.0708980418636056,0.476029709655638,,0.037812288993923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEN_Snow_9,Snow,"﻿Junnila, Seppo
Horvath, Arpad",2003.0,Life-Cycle Environmental Effects of an Office Building,Journal of Infrastructure Systems,10.1061/(ASCE)1076-0342(2003)9:4(157),Southern Finland,(D) Continental,,Europe,New construction,15600.0,m2 GFA,,61700.0,,,,,,,,,,,Brick and curtain wall combination,,"cast-in-place concrete, posttensioned floors; Brick and curtain wall combination",,,,,,,,,analyze the environmental aspects of a new high-end office building in Southern Finland,other,,,data from the actual manufacturers,,Process-based,,Yes,Yes,Yes,Yes,Yes,Yes,"acidifiaction, summer smog, eutrophication, heavy metals",,475200000.0,,,,,475200000.0,,,,,,12.09711176224362,87.90288823775639,,,,,,,,,,
592,592,1,KR,APEN_Grey_-,ROECK-et-al,ROECK-et-al,Residential,,New Built,South Korea,,,,,Other,,,,,,,,,,New Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,Other,Other,,,ABC,PCMODW,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,11.3666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82,101.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.543925205252731,0.0729138229125106,0.315304968541087,-0.0033359966654664,0.011260178940116,0.10928947908737,0.853578557321961,0.0772427646202645,0.175169421193324,,0.0415195245270252,0.0130611713726979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEN_Grey_-,Grey,"Uta Krogmann, Nick Minderman, Jennifer Senick, Clinton Andrews",2008.0,Life cycle assessment of the New Jersey Meadowlands Commission center for environmental and scientific education building,Report,http://rcgb.rutgers.edu/wp-content/uploads/2013/09/NJMC_LCA_Final.pdf,"New Jersey, USA",(C) Temperate,,Asia,New construction,890.91,,,,,,,,,,,,,,,,"Wood columns, wood-frame, concreete masonry units",0.299,,,,Electricity from grid,,,simulated,To understand the environmental impacts and benefits from this green building.,whole building,,other,"Inventory data sets from Ecolnvent 2.0 database (Frischknecht and Jungbluth, 2007), Franklin US LCI database (Norris,2003), the USA Input Output Database 98 database ( SUH, 2003) , the IDEMAT 2001 database ( Remmerswal,2001) Industry 2.0 database",IMPACT 2002+ and BEES,Process-based,Energy simulation (dynamic),Yes,Yes,Yes,Yes,Yes,Yes,all from Impact 2002+,16100000.0,18500000.0,,,,,18500000.0,,,,46.5,53.5,51.1,48.9,,,,,,,,,,
593,593,1,KR,APEN_Grey_-,ROECK-et-al,ROECK-et-al,Residential,,New Built,South Korea,,,,,Other,,,1-5000,,,,,,,New Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,Other,Other,,,ABC,PCMODW,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,8.83333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,45.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.543925205252731,0.0729138229125106,0.315304968541087,-0.0033359966654664,0.011260178940116,0.10928947908737,0.853578557321961,0.0772427646202645,0.175169421193324,,0.0415195245270252,0.0130611713726979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEN_Grey_-,Grey,"Uta Krogmann, Nick Minderman, Jennifer Senick, Clinton Andrews",2008.0,Life cycle assessment of the New Jersey Meadowlands Commission center for environmental and scientific education building,Report,http://rcgb.rutgers.edu/wp-content/uploads/2013/09/NJMC_LCA_Final.pdf,"New Jersey, USA",(C) Temperate,,Asia,New construction,890.91,,,,,,,,,,,,,,,,"Wood columns, wood-frame, concreete masonry units",0.299,,,,Electricity from grid,,,simulated,To understand the environmental impacts and benefits from this green building.,whole building,,other,"Inventory data sets from Ecolnvent 2.0 database (Frischknecht and Jungbluth, 2007), Franklin US LCI database (Norris,2003), the USA Input Output Database 98 database ( SUH, 2003) , the IDEMAT 2001 database ( Remmerswal,2001) Industry 2.0 database",IMPACT 2002+ and BEES,Process-based,Energy simulation (dynamic),Yes,Yes,Yes,Yes,Yes,Yes,all from Impact 2002+,16100000.0,18500000.0,,,,,18500000.0,,,,46.5,53.5,51.1,48.9,,,,,,,,,,
594,594,1,KR,APEN_Grey_-,ROECK-et-al,ROECK-et-al,Residential,,New Built,South Korea,,,,,Other,5040.0,,1-5000,,,,,,,New Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,Other,Other,,,ABC,PCMODW,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,20.3666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.22,62.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.543925205252731,0.0729138229125106,0.315304968541087,-0.0033359966654664,0.011260178940116,0.10928947908737,0.853578557321961,0.0772427646202645,0.175169421193324,,0.0415195245270252,0.0130611713726979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEN_Grey_-,Grey,"Uta Krogmann, Nick Minderman, Jennifer Senick, Clinton Andrews",2008.0,Life cycle assessment of the New Jersey Meadowlands Commission center for environmental and scientific education building,Report,http://rcgb.rutgers.edu/wp-content/uploads/2013/09/NJMC_LCA_Final.pdf,"New Jersey, USA",(C) Temperate,,Asia,New construction,890.91,,,,,,,,,,,,,,,,"Wood columns, wood-frame, concreete masonry units",0.299,,,,Electricity from grid,,,simulated,To understand the environmental impacts and benefits from this green building.,whole building,,other,"Inventory data sets from Ecolnvent 2.0 database (Frischknecht and Jungbluth, 2007), Franklin US LCI database (Norris,2003), the USA Input Output Database 98 database ( SUH, 2003) , the IDEMAT 2001 database ( Remmerswal,2001) Industry 2.0 database",IMPACT 2002+ and BEES,Process-based,Energy simulation (dynamic),Yes,Yes,Yes,Yes,Yes,Yes,all from Impact 2002+,16100000.0,18500000.0,,,,,18500000.0,,,,46.5,53.5,51.1,48.9,,,,,,,,,,
